file,line_no,category,usage_guess,old_path,proposed_new_path,proposed_new_exists,scope,line
/proj/zefflab/projects/Flooding/pipeline/web_launcher/override.html,981,OLD_PROJ_DATA_ROOT,LIKELY_BROWSE_OR_DEFAULT_ONLY,/proj/zefflab/projects/Flooding/Data/harris_county/catalogs,/users/e/p/epsilon/Data/Data/harris_county/catalogs,True,"HTML block near manual-4: <div class=""manual-panel"" id=""manual-4"">","data-browse-start=""/proj/zefflab/projects/Flooding/Data/harris_county/catalogs"""
/proj/zefflab/projects/Flooding/pipeline/web_launcher/override.html,2624,OLD_PROJ_DATA_ROOT,PROBABLY_DEFAULT_BUT_REVIEW,/proj/zefflab/projects/Flooding/Data/harris_county,/users/e/p/epsilon/Data/Data/harris_county,True,function getConfig() {,": ""/proj/zefflab/projects/Flooding/Data/harris_county"""
/proj/zefflab/projects/Flooding/pipeline/web_launcher/override.html,4196,OLD_PROJ_DATA_ROOT,LIKELY_BROWSE_OR_DEFAULT_ONLY,/proj/zefflab/projects/Flooding/Data/harris_county,/users/e/p/epsilon/Data/Data/harris_county,True,function runChecksSafely(navigate = true) {,"defaultStart: ""/proj/zefflab/projects/Flooding/Data/harris_county"""
/proj/zefflab/projects/Flooding/pipeline/web_launcher/override.html,4211,OLD_PROJ_DATA_ROOT,LIKELY_BROWSE_OR_DEFAULT_ONLY,/proj/zefflab/projects/Flooding/Data/harris_county/catalogs,/users/e/p/epsilon/Data/Data/harris_county/catalogs,True,<!-- BEGIN override source browse defaults patch -->,"""/proj/zefflab/projects/Flooding/Data/harris_county/catalogs"";"
/proj/zefflab/projects/Flooding/pipeline/web_launcher/app.py,370,OLD_PROJ_DATA_ROOT,LIKELY_BROWSE_OR_DEFAULT_ONLY,/proj/zefflab/projects/Flooding/Data/harris_county,/users/e/p/epsilon/Data/Data/harris_county,True,,"""dataRoot"": ""/proj/zefflab/projects/Flooding/Data/harris_county"","
/proj/zefflab/projects/Flooding/pipeline/web_launcher/app.py,370,OLD_PROJ_DATA_ROOT,LIKELY_BROWSE_OR_DEFAULT_ONLY,/proj/zefflab/projects/Flooding/Data/harris_county/catalogs,/users/e/p/epsilon/Data/Data/harris_county/catalogs,True,,"""dataRoot"": ""/proj/zefflab/projects/Flooding/Data/harris_county"","
/proj/zefflab/projects/Flooding/pipeline/web_launcher/app.py,370,OLD_PROJ_DATA_ROOT,LIKELY_BROWSE_OR_DEFAULT_ONLY,/proj/zefflab/projects/Flooding/Data/harris_county/catalogs/events_reduced,/users/e/p/epsilon/Data/Data/harris_county/catalogs/events_reduced,False,,"""dataRoot"": ""/proj/zefflab/projects/Flooding/Data/harris_county"","
/proj/zefflab/projects/Flooding/pipeline/web_launcher/app.py,371,OLD_PROJ_DATA_ROOT,LIKELY_BROWSE_OR_DEFAULT_ONLY,/proj/zefflab/projects/Flooding/Data/harris_county,/users/e/p/epsilon/Data/Data/harris_county,True,,"""catalogRoot"": ""/proj/zefflab/projects/Flooding/Data/harris_county/catalogs"","
/proj/zefflab/projects/Flooding/pipeline/web_launcher/app.py,371,OLD_PROJ_DATA_ROOT,LIKELY_BROWSE_OR_DEFAULT_ONLY,/proj/zefflab/projects/Flooding/Data/harris_county/catalogs,/users/e/p/epsilon/Data/Data/harris_county/catalogs,True,,"""catalogRoot"": ""/proj/zefflab/projects/Flooding/Data/harris_county/catalogs"","
/proj/zefflab/projects/Flooding/pipeline/web_launcher/app.py,371,OLD_PROJ_DATA_ROOT,LIKELY_BROWSE_OR_DEFAULT_ONLY,/proj/zefflab/projects/Flooding/Data/harris_county/catalogs/events_reduced,/users/e/p/epsilon/Data/Data/harris_county/catalogs/events_reduced,False,,"""catalogRoot"": ""/proj/zefflab/projects/Flooding/Data/harris_county/catalogs"","
/proj/zefflab/projects/Flooding/pipeline/web_launcher/app.py,372,OLD_PROJ_DATA_ROOT,LIKELY_BROWSE_OR_DEFAULT_ONLY,/proj/zefflab/projects/Flooding/Data/harris_county,/users/e/p/epsilon/Data/Data/harris_county,True,,"""eventCatalogRoot"": ""/proj/zefflab/projects/Flooding/Data/harris_county/catalogs/events_reduced"","
/proj/zefflab/projects/Flooding/pipeline/web_launcher/app.py,372,OLD_PROJ_DATA_ROOT,LIKELY_BROWSE_OR_DEFAULT_ONLY,/proj/zefflab/projects/Flooding/Data/harris_county/catalogs,/users/e/p/epsilon/Data/Data/harris_county/catalogs,True,,"""eventCatalogRoot"": ""/proj/zefflab/projects/Flooding/Data/harris_county/catalogs/events_reduced"","
/proj/zefflab/projects/Flooding/pipeline/web_launcher/app.py,372,OLD_PROJ_DATA_ROOT,LIKELY_BROWSE_OR_DEFAULT_ONLY,/proj/zefflab/projects/Flooding/Data/harris_county/catalogs/events_reduced,/users/e/p/epsilon/Data/Data/harris_county/catalogs/events_reduced,False,,"""eventCatalogRoot"": ""/proj/zefflab/projects/Flooding/Data/harris_county/catalogs/events_reduced"","
/proj/zefflab/projects/Flooding/pipeline/web_launcher/app.py,373,OLD_PROJ_DATA_ROOT,LIKELY_BROWSE_OR_DEFAULT_ONLY,/proj/zefflab/projects/Flooding/Data/harris_county,/users/e/p/epsilon/Data/Data/harris_county,True,,"""nativeSfincsRoot"": ""/proj/zefflab/projects/Flooding/Data/harris_county/catalogs"","
/proj/zefflab/projects/Flooding/pipeline/web_launcher/app.py,373,OLD_PROJ_DATA_ROOT,LIKELY_BROWSE_OR_DEFAULT_ONLY,/proj/zefflab/projects/Flooding/Data/harris_county/catalogs,/users/e/p/epsilon/Data/Data/harris_county/catalogs,True,,"""nativeSfincsRoot"": ""/proj/zefflab/projects/Flooding/Data/harris_county/catalogs"","
/proj/zefflab/projects/Flooding/pipeline/web_launcher/app.py,373,OLD_PROJ_DATA_ROOT,LIKELY_BROWSE_OR_DEFAULT_ONLY,/proj/zefflab/projects/Flooding/Data/harris_county/catalogs/events_reduced,/users/e/p/epsilon/Data/Data/harris_county/catalogs/events_reduced,False,,"""nativeSfincsRoot"": ""/proj/zefflab/projects/Flooding/Data/harris_county/catalogs"","
/proj/zefflab/projects/Flooding/pipeline/web_launcher/app.py,374,OLD_PROJ_DATA_ROOT,LIKELY_BROWSE_OR_DEFAULT_ONLY,/proj/zefflab/projects/Flooding/Data/harris_county,/users/e/p/epsilon/Data/Data/harris_county,True,,"""overrideSourceRoot"": ""/proj/zefflab/projects/Flooding/Data/harris_county/catalogs"","
/proj/zefflab/projects/Flooding/pipeline/web_launcher/app.py,374,OLD_PROJ_DATA_ROOT,LIKELY_BROWSE_OR_DEFAULT_ONLY,/proj/zefflab/projects/Flooding/Data/harris_county/catalogs,/users/e/p/epsilon/Data/Data/harris_county/catalogs,True,,"""overrideSourceRoot"": ""/proj/zefflab/projects/Flooding/Data/harris_county/catalogs"","
/proj/zefflab/projects/Flooding/pipeline/web_launcher/app.py,374,OLD_PROJ_DATA_ROOT,LIKELY_BROWSE_OR_DEFAULT_ONLY,/proj/zefflab/projects/Flooding/Data/harris_county/catalogs/events_reduced,/users/e/p/epsilon/Data/Data/harris_county/catalogs/events_reduced,False,,"""overrideSourceRoot"": ""/proj/zefflab/projects/Flooding/Data/harris_county/catalogs"","
/proj/zefflab/projects/Flooding/pipeline/web_launcher/static/config_path_browse_buttons.js,4,OLD_PROJ_DATA_ROOT,LIKELY_BROWSE_OR_DEFAULT_ONLY,/proj/zefflab/projects/Flooding/Data/harris_county,/users/e/p/epsilon/Data/Data/harris_county,True,,"const DEFAULT_DATA_ROOT = ""/proj/zefflab/projects/Flooding/Data/harris_county"";"
/proj/zefflab/projects/Flooding/pipeline/web_launcher/static/review.js,1955,OLD_PROJ_DATA_ROOT,UNCLEAR_REVIEW,/proj/zefflab/projects/Flooding/Data/harris_county,/users/e/p/epsilon/Data/Data/harris_county,True,function configuredDataRoot() {,"""/proj/zefflab/projects/Flooding/Data/harris_county"""
/proj/zefflab/projects/Flooding/pipeline/web_launcher/static/launcher_defaults.js,10,OLD_PROJ_DATA_ROOT,LIKELY_BROWSE_OR_DEFAULT_ONLY,/proj/zefflab/projects/Flooding/Data/harris_county,/users/e/p/epsilon/Data/Data/harris_county,True,,"dataRoot: ""/proj/zefflab/projects/Flooding/Data/harris_county"","
/proj/zefflab/projects/Flooding/pipeline/web_launcher/static/launcher_defaults.js,10,OLD_PROJ_DATA_ROOT,LIKELY_BROWSE_OR_DEFAULT_ONLY,/proj/zefflab/projects/Flooding/Data/harris_county/catalogs,/users/e/p/epsilon/Data/Data/harris_county/catalogs,True,,"dataRoot: ""/proj/zefflab/projects/Flooding/Data/harris_county"","
/proj/zefflab/projects/Flooding/pipeline/web_launcher/static/launcher_defaults.js,10,OLD_PROJ_DATA_ROOT,LIKELY_BROWSE_OR_DEFAULT_ONLY,/proj/zefflab/projects/Flooding/Data/harris_county/catalogs/events_reduced,/users/e/p/epsilon/Data/Data/harris_county/catalogs/events_reduced,False,,"dataRoot: ""/proj/zefflab/projects/Flooding/Data/harris_county"","
/proj/zefflab/projects/Flooding/pipeline/web_launcher/static/launcher_defaults.js,11,OLD_PROJ_DATA_ROOT,LIKELY_BROWSE_OR_DEFAULT_ONLY,/proj/zefflab/projects/Flooding/Data/harris_county,/users/e/p/epsilon/Data/Data/harris_county,True,,"catalogRoot: ""/proj/zefflab/projects/Flooding/Data/harris_county/catalogs"","
/proj/zefflab/projects/Flooding/pipeline/web_launcher/static/launcher_defaults.js,11,OLD_PROJ_DATA_ROOT,LIKELY_BROWSE_OR_DEFAULT_ONLY,/proj/zefflab/projects/Flooding/Data/harris_county/catalogs,/users/e/p/epsilon/Data/Data/harris_county/catalogs,True,,"catalogRoot: ""/proj/zefflab/projects/Flooding/Data/harris_county/catalogs"","
/proj/zefflab/projects/Flooding/pipeline/web_launcher/static/launcher_defaults.js,11,OLD_PROJ_DATA_ROOT,LIKELY_BROWSE_OR_DEFAULT_ONLY,/proj/zefflab/projects/Flooding/Data/harris_county/catalogs/events_reduced,/users/e/p/epsilon/Data/Data/harris_county/catalogs/events_reduced,False,,"catalogRoot: ""/proj/zefflab/projects/Flooding/Data/harris_county/catalogs"","
/proj/zefflab/projects/Flooding/pipeline/web_launcher/static/launcher_defaults.js,12,OLD_PROJ_DATA_ROOT,LIKELY_BROWSE_OR_DEFAULT_ONLY,/proj/zefflab/projects/Flooding/Data/harris_county,/users/e/p/epsilon/Data/Data/harris_county,True,,"eventCatalogRoot: ""/proj/zefflab/projects/Flooding/Data/harris_county/catalogs/events_reduced"","
/proj/zefflab/projects/Flooding/pipeline/web_launcher/static/launcher_defaults.js,12,OLD_PROJ_DATA_ROOT,LIKELY_BROWSE_OR_DEFAULT_ONLY,/proj/zefflab/projects/Flooding/Data/harris_county/catalogs,/users/e/p/epsilon/Data/Data/harris_county/catalogs,True,,"eventCatalogRoot: ""/proj/zefflab/projects/Flooding/Data/harris_county/catalogs/events_reduced"","
/proj/zefflab/projects/Flooding/pipeline/web_launcher/static/launcher_defaults.js,12,OLD_PROJ_DATA_ROOT,LIKELY_BROWSE_OR_DEFAULT_ONLY,/proj/zefflab/projects/Flooding/Data/harris_county/catalogs/events_reduced,/users/e/p/epsilon/Data/Data/harris_county/catalogs/events_reduced,False,,"eventCatalogRoot: ""/proj/zefflab/projects/Flooding/Data/harris_county/catalogs/events_reduced"","
/proj/zefflab/projects/Flooding/pipeline/web_launcher/static/launcher_defaults.js,13,OLD_PROJ_DATA_ROOT,LIKELY_BROWSE_OR_DEFAULT_ONLY,/proj/zefflab/projects/Flooding/Data/harris_county,/users/e/p/epsilon/Data/Data/harris_county,True,,"nativeSfincsRoot: ""/proj/zefflab/projects/Flooding/Data/harris_county/catalogs"","
/proj/zefflab/projects/Flooding/pipeline/web_launcher/static/launcher_defaults.js,13,OLD_PROJ_DATA_ROOT,LIKELY_BROWSE_OR_DEFAULT_ONLY,/proj/zefflab/projects/Flooding/Data/harris_county/catalogs,/users/e/p/epsilon/Data/Data/harris_county/catalogs,True,,"nativeSfincsRoot: ""/proj/zefflab/projects/Flooding/Data/harris_county/catalogs"","
/proj/zefflab/projects/Flooding/pipeline/web_launcher/static/launcher_defaults.js,13,OLD_PROJ_DATA_ROOT,LIKELY_BROWSE_OR_DEFAULT_ONLY,/proj/zefflab/projects/Flooding/Data/harris_county/catalogs/events_reduced,/users/e/p/epsilon/Data/Data/harris_county/catalogs/events_reduced,False,,"nativeSfincsRoot: ""/proj/zefflab/projects/Flooding/Data/harris_county/catalogs"","
/proj/zefflab/projects/Flooding/pipeline/web_launcher/static/launcher_defaults.js,14,OLD_PROJ_DATA_ROOT,LIKELY_BROWSE_OR_DEFAULT_ONLY,/proj/zefflab/projects/Flooding/Data/harris_county,/users/e/p/epsilon/Data/Data/harris_county,True,,"overrideSourceRoot: ""/proj/zefflab/projects/Flooding/Data/harris_county/catalogs"","
/proj/zefflab/projects/Flooding/pipeline/web_launcher/static/launcher_defaults.js,14,OLD_PROJ_DATA_ROOT,LIKELY_BROWSE_OR_DEFAULT_ONLY,/proj/zefflab/projects/Flooding/Data/harris_county/catalogs,/users/e/p/epsilon/Data/Data/harris_county/catalogs,True,,"overrideSourceRoot: ""/proj/zefflab/projects/Flooding/Data/harris_county/catalogs"","
/proj/zefflab/projects/Flooding/pipeline/web_launcher/static/launcher_defaults.js,14,OLD_PROJ_DATA_ROOT,LIKELY_BROWSE_OR_DEFAULT_ONLY,/proj/zefflab/projects/Flooding/Data/harris_county/catalogs/events_reduced,/users/e/p/epsilon/Data/Data/harris_county/catalogs/events_reduced,False,,"overrideSourceRoot: ""/proj/zefflab/projects/Flooding/Data/harris_county/catalogs"","
/proj/zefflab/projects/Flooding/pipeline/web_launcher/_guide_audits/manual_notes_and_behavior_20260602_150544.json,4554,OLD_PROJ_DATA_ROOT,PROBABLY_DEFAULT_BUT_REVIEW,/proj/zefflab/projects/Flooding/Data/harris_county,/users/e/p/epsilon/Data/Data/harris_county,True,,"""   L0464: </head>\n   L0465: <body>\n>> L0466:   <input type=\""hidden\"" data-key=\""pipeline_mode\"" data-type=\""string\"" value=\""preflight_only\"">\n   L0467:   <input type=\""hidden\"" data-key=\""preprocess_mode\"" data-type=\""string\"" value=\""hydromt_build\"">\n   L0468:   <input type=\""hidden\"" data-key=\""data_root\"" data-type=\""string\"" value=\""/proj/zefflab/projects/Flooding/Data/harris_county\"">"","
/proj/zefflab/projects/Flooding/pipeline/web_launcher/_guide_audits/manual_notes_and_behavior_20260602_150544.json,4555,OLD_PROJ_DATA_ROOT,PROBABLY_DEFAULT_BUT_REVIEW,/proj/zefflab/projects/Flooding/Data/harris_county,/users/e/p/epsilon/Data/Data/harris_county,True,,"""   L0465: <body>\n   L0466:   <input type=\""hidden\"" data-key=\""pipeline_mode\"" data-type=\""string\"" value=\""preflight_only\"">\n>> L0467:   <input type=\""hidden\"" data-key=\""preprocess_mode\"" data-type=\""string\"" value=\""hydromt_build\"">\n   L0468:   <input type=\""hidden\"" data-key=\""data_root\"" data-type=\""string\"" value=\""/proj/zefflab/projects/Flooding/Data/harris_county\"">\n   L0469:   <input type=\""hidden\"" data-key=\""sfincs_container\"" data-type=\""string\"" value=\""/proj/zefflab/projects/Flooding/pipeline/containers/sfincs-v2.3.0-mt-Faber-Release.sif\"">"","
/proj/zefflab/projects/Flooding/pipeline/web_launcher/_guide_audits/manual_guide_audit_20260602_150041.json,511,OLD_PROJ_DATA_ROOT,LIKELY_BROWSE_OR_DEFAULT_ONLY,/proj/zefflab/projects/Flooding/Data/harris_county,/users/e/p/epsilon/Data/Data/harris_county,True,,"""value"": ""/proj/zefflab/projects/Flooding/Data/harris_county"","
/proj/zefflab/projects/Flooding/pipeline/web_launcher/_guide_audits/manual_notes_and_behavior_20260602_150544.md,475,OLD_PROJ_DATA_ROOT,LIKELY_BROWSE_OR_DEFAULT_ONLY,/proj/zefflab/projects/Flooding/Data/harris_county,/users/e/p/epsilon/Data/Data/harris_county,True,"HTML block near data_root: L0468:   <input type=""hidden"" data-key=""data_root"" data-type=""string"" value=""/proj/zefflab/projects/Flooding/Data/harris_county"">","L0468:   <input type=""hidden"" data-key=""data_root"" data-type=""string"" value=""/proj/zefflab/projects/Flooding/Data/harris_county"">"
/proj/zefflab/projects/Flooding/pipeline/web_launcher/_guide_audits/manual_notes_and_behavior_20260602_150544.md,482,OLD_PROJ_DATA_ROOT,LIKELY_BROWSE_OR_DEFAULT_ONLY,/proj/zefflab/projects/Flooding/Data/harris_county,/users/e/p/epsilon/Data/Data/harris_county,True,"HTML block near data_root: L0468:   <input type=""hidden"" data-key=""data_root"" data-type=""string"" value=""/proj/zefflab/projects/Flooding/Data/harris_county"">","L0468:   <input type=""hidden"" data-key=""data_root"" data-type=""string"" value=""/proj/zefflab/projects/Flooding/Data/harris_county"">"
/proj/zefflab/projects/Flooding/pipeline/web_launcher/_audit_reports/hydromt_yaml_state_audit_20260612_183824.txt,3,OLD_PROJ_DATA_ROOT,UNCLEAR_REVIEW,/proj/zefflab/projects/Flooding/Data/harris_county/catalogs,/users/e/p/epsilon/Data/Data/harris_county/catalogs,True,,catalog_root: /proj/zefflab/projects/Flooding/Data/harris_county/catalogs
/proj/zefflab/projects/Flooding/pipeline/web_launcher/_audit_reports/hydromt_yaml_state_audit_20260612_183824.txt,70,OLD_PROJ_DATA_ROOT,LIKELY_DOC_OR_LINK,/proj/zefflab/projects/Flooding/Data/harris_county/catalogs/events/beryl_2024/event_pressure/README_HYDROMT_DATA_CATALOGS.md,/users/e/p/epsilon/Data/Data/harris_county/catalogs/events/beryl_2024/event_pressure/README_HYDROMT_DATA_CATALOGS.md,False,,- /proj/zefflab/projects/Flooding/Data/harris_county/catalogs/events/beryl_2024/event_pressure/README_HYDROMT_DATA_CATALOGS.md
/proj/zefflab/projects/Flooding/pipeline/web_launcher/_audit_reports/hydromt_yaml_state_audit_20260612_183824.txt,70,OLD_PROJ_DATA_ROOT,LIKELY_DOC_OR_LINK,/proj/zefflab/projects/Flooding/Data/harris_county/catalogs/events/beryl_2024/event_wind/README_HYDROMT_DATA_CATALOGS.md,/users/e/p/epsilon/Data/Data/harris_county/catalogs/events/beryl_2024/event_wind/README_HYDROMT_DATA_CATALOGS.md,False,,- /proj/zefflab/projects/Flooding/Data/harris_county/catalogs/events/beryl_2024/event_pressure/README_HYDROMT_DATA_CATALOGS.md
/proj/zefflab/projects/Flooding/pipeline/web_launcher/_audit_reports/hydromt_yaml_state_audit_20260612_183824.txt,70,OLD_PROJ_DATA_ROOT,LIKELY_DOC_OR_LINK,/proj/zefflab/projects/Flooding/Data/harris_county/catalogs/events/flood_2009_04/event_pressure/README_HYDROMT_DATA_CATALOGS.md,/users/e/p/epsilon/Data/Data/harris_county/catalogs/events/flood_2009_04/event_pressure/README_HYDROMT_DATA_CATALOGS.md,False,,- /proj/zefflab/projects/Flooding/Data/harris_county/catalogs/events/beryl_2024/event_pressure/README_HYDROMT_DATA_CATALOGS.md
/proj/zefflab/projects/Flooding/pipeline/web_launcher/_audit_reports/hydromt_yaml_state_audit_20260612_183824.txt,70,OLD_PROJ_DATA_ROOT,LIKELY_DOC_OR_LINK,/proj/zefflab/projects/Flooding/Data/harris_county/catalogs/events/harvey_2017/event_wind/README_HYDROMT_DATA_CATALOGS.md,/users/e/p/epsilon/Data/Data/harris_county/catalogs/events/harvey_2017/event_wind/README_HYDROMT_DATA_CATALOGS.md,False,,- /proj/zefflab/projects/Flooding/Data/harris_county/catalogs/events/beryl_2024/event_pressure/README_HYDROMT_DATA_CATALOGS.md
/proj/zefflab/projects/Flooding/pipeline/web_launcher/_audit_reports/hydromt_yaml_state_audit_20260612_183824.txt,70,OLD_PROJ_DATA_ROOT,LIKELY_DOC_OR_LINK,/proj/zefflab/projects/Flooding/Data/harris_county/catalogs/events/harvey_2017_full/event_wind/README_HYDROMT_DATA_CATALOGS.md,/users/e/p/epsilon/Data/Data/harris_county/catalogs/events/harvey_2017_full/event_wind/README_HYDROMT_DATA_CATALOGS.md,False,,- /proj/zefflab/projects/Flooding/Data/harris_county/catalogs/events/beryl_2024/event_pressure/README_HYDROMT_DATA_CATALOGS.md
/proj/zefflab/projects/Flooding/pipeline/web_launcher/_audit_reports/hydromt_yaml_state_audit_20260612_183824.txt,70,OLD_PROJ_DATA_ROOT,LIKELY_DOC_OR_LINK,/proj/zefflab/projects/Flooding/Data/harris_county/catalogs/events/harvey_2017_mrms/_manifests/boundary_table_audit/README_HYDROMT_DATA_CATALOGS.md,/users/e/p/epsilon/Data/Data/harris_county/catalogs/events/harvey_2017_mrms/_manifests/boundary_table_audit/README_HYDROMT_DATA_CATALOGS.md,False,,- /proj/zefflab/projects/Flooding/Data/harris_county/catalogs/events/beryl_2024/event_pressure/README_HYDROMT_DATA_CATALOGS.md
/proj/zefflab/projects/Flooding/pipeline/web_launcher/_audit_reports/hydromt_yaml_state_audit_20260612_183824.txt,70,OLD_PROJ_DATA_ROOT,LIKELY_DOC_OR_LINK,/proj/zefflab/projects/Flooding/Data/harris_county/catalogs/events/harvey_2017_mrms/event_validation_lines/reviewed_crs_lines/review_figures/README_HYDROMT_DATA_CATALOGS.md,/users/e/p/epsilon/Data/Data/harris_county/catalogs/events/harvey_2017_mrms/event_validation_lines/reviewed_crs_lines/review_figures/README_HYDROMT_DATA_CATALOGS.md,False,,- /proj/zefflab/projects/Flooding/Data/harris_county/catalogs/events/beryl_2024/event_pressure/README_HYDROMT_DATA_CATALOGS.md
/proj/zefflab/projects/Flooding/pipeline/web_launcher/_audit_reports/hydromt_yaml_state_audit_20260612_183824.txt,70,OLD_PROJ_DATA_ROOT,LIKELY_DOC_OR_LINK,/proj/zefflab/projects/Flooding/Data/harris_county/catalogs/events/harvey_2017_ppe/restarts/README_HYDROMT_DATA_CATALOGS.md,/users/e/p/epsilon/Data/Data/harris_county/catalogs/events/harvey_2017_ppe/restarts/README_HYDROMT_DATA_CATALOGS.md,False,,- /proj/zefflab/projects/Flooding/Data/harris_county/catalogs/events/beryl_2024/event_pressure/README_HYDROMT_DATA_CATALOGS.md
/proj/zefflab/projects/Flooding/pipeline/web_launcher/_audit_reports/hydromt_yaml_state_audit_20260612_183824.txt,70,OLD_PROJ_DATA_ROOT,LIKELY_DOC_OR_LINK,/proj/zefflab/projects/Flooding/Data/harris_county/catalogs/events/imelda_2019/event_wind/README_HYDROMT_DATA_CATALOGS.md,/users/e/p/epsilon/Data/Data/harris_county/catalogs/events/imelda_2019/event_wind/README_HYDROMT_DATA_CATALOGS.md,False,,- /proj/zefflab/projects/Flooding/Data/harris_county/catalogs/events/beryl_2024/event_pressure/README_HYDROMT_DATA_CATALOGS.md
/proj/zefflab/projects/Flooding/pipeline/web_launcher/_audit_reports/hydromt_yaml_state_audit_20260612_183824.txt,71,OLD_PROJ_DATA_ROOT,LIKELY_DOC_OR_LINK,/proj/zefflab/projects/Flooding/Data/harris_county/catalogs/events/beryl_2024/event_pressure/README_HYDROMT_DATA_CATALOGS.md,/users/e/p/epsilon/Data/Data/harris_county/catalogs/events/beryl_2024/event_pressure/README_HYDROMT_DATA_CATALOGS.md,False,,- /proj/zefflab/projects/Flooding/Data/harris_county/catalogs/events/beryl_2024/event_wind/README_HYDROMT_DATA_CATALOGS.md
